"Datum";"Naam / Omschrijving";"Rekening";"Tegenrekening";"Code";"Af Bij";"Bedrag (EUR)";"MutatieSoort";"Mededelingen"
"20251124";"Sociale Verzekeringsbank";"";"NL16RABO0019973114";"";"Bij";"1238,96";"";"AOW     NOV 25 VZ09443330 WWW.SVB.NL                                              SVB"
"20251124";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1057127701"
"20251125";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20251125";"Jumbo Deventer >DEVENTER 25.11";"";"";"";"Af";"17,46";"";""
"20251125";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,7";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 30.11.2025"
"20251125";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374825,Johan Termijnfactuur NOV"
"20251125";"SIMYO";"";"NL83INGB0009174216";"";"Af";"8,29";"";"Simyo:X9928374826, FACTUURNUMMER:X9928374827"
"20251125";"bol.com";"";"NL27INGB0001392934";"";"Af";"6,98";"";"X9928374828 X9928374829 bol.com A000C3JRN1"
"20251126";"GBLT";"";"NL82DEUT0019804615";"";"Af";"32,37";"";"GBLT incasso maandelijkse termijn Termijn 4 van 10 Vervaldatum 26 nov 2025 Kenmerk X9928374830 Heffingjaar 2025"
"20251127";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op  https //mijn"
"20251127";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-252255142"
"20251127";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie november 2025"
"20251128";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-nov-2025 tot 01-dec-2025)"
"20251129";"Jumbo Deventer >DEVENTER 29.11";"";"";"";"Af";"41,02";"";""
"20251130";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"31,51";"";"X9928374831 X9928374832 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251201";"ABP Pensioenfonds";"";"NL68RABO0018166535";"";"Bij";"703,82";"";"PENSIOEN DECEMBER 2025"
"20251201";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering november 2025 NL70BNDA0013929458"
"20251202";"Energiewacht";"";"NL02RABO0019804615";"";"Af";"35,04";"";"VF10-252309562"
"20251203";"CCV*Slagerij J. Buurma>TWELLO ";"";"";"";"Af";"21,9";"";""
"20251203";"DEKAMARKT LOC 505 >TWELLO 3.12";"";"";"";"Af";"1,09";"";""
"20251204";"Jumbo Deventer >DEVENTER 4.12.";"";"";"";"Af";"26,23";"";""
"20251207";"Grand Cafe Audreys >Brummen 7.";"";"";"";"Af";"23,4";"";""
"20251208";"GREENCHOICE";"";"NL18INGB0001901816";"";"Af";"70";"";"Johan Notanummer GC0115026251 van 01 december 2025"
"20251208";"Jumbo Deventer >DEVENTER 8.12.";"";"";"";"Af";"40,52";"";""
"20251209";"Stichting MIMIK";"";"NL40RABO0019804615";"";"Af";"22,5";"";"Vriend 25-01-2026 - 24-01-2027"
"20251209";"HEMA EV0050 Deventer >Deventer";"";"";"";"Af";"52,98";"";""
"20251209";"Signal Technology Foundation";"";"IE30CITI99005132956548";"";"Af";"5";"";"Signal Foundation"
"20251210";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"32,5";"";"X9928374833 X9928374834 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251211";"VITENS NV";"";"NL94INGB0000869000";"";"Bij";"8,03";"";"Factuurnr X9928374835, 26.11.2025, Periodeafrekening"
"20251211";"Jumbo Deventer >DEVENTER 11.12";"";"";"";"Af";"14,55";"";""
"20251212";"Stichting Deve>Devenete";"";"";"";"Af";"19,95";"";""
"20251212";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"34,01";"";"X9928374836 X9928374837 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251214";"Albert Heijn 1440 >DEVENTER 14";"";"";"";"Af";"26,05";"";""
"20251214";"Saniweb";"";"NL04ADYB2031076332";"";"Af";"398,15";"";"X9928374838 X9928374839 X9928374840"
"20251217";"Jumbo Deventer >DEVENTER 17.12";"";"";"";"Af";"48,55";"";""
"20251219";"Mollie *VDM Deventer >Deventer";"";"";"";"Af";"5,2";"";""
"20251222";"Tango Wilp A1 >WILP 22.12.2025";"";"";"";"Af";"12,27";"";""
"20251222";"Sociale Verzekeringsbank";"";"NL16RABO0019973114";"";"Bij";"1238,96";"";"AOW     DEC 25 VZ09443330 WWW.SVB.NL                                              SVB"
"20251222";"SIMYO";"";"NL83INGB0009174216";"";"Af";"8,29";"";"Simyo:X9928374841, FACTUURNUMMER:X9928374842"
"20251223";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20251223";"HET KUNSTUUR CAFE >MECHELEN 23";"";"";"";"Af";"58,2";"";""
"20251223";"Total Nn001621 Terschu>Terschu";"";"";"";"Af";"18,44";"";""
"20251224";"Warmteservice Deventer";"";"NL04ADYB2031076332";"";"Af";"4,49";"";"X9928374843 X9928374844 WSOITR VO25001512903"
"20251224";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-dec-2025 tot 01-jan-2026)"
"20251224";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1058156561"
"20251225";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20251225";"bol.com";"";"NL27INGB0001392934";"";"Af";"14,95";"";"X9928374845 X9928374846 bol.com A000D9UR7L"
"20251226";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"35";"";"X9928374847 X9928374848 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251228";"Jumbo Deventer >DEVENTER 28.12";"";"";"";"Af";"43,12";"";""
"20251229";"GBLT";"";"NL82DEUT0019804615";"";"Af";"32,37";"";"GBLT incasso maandelijkse termijn Termijn 5 van 10 Vervaldatum 29 dec 2025 Kenmerk X9928374849 Heffingjaar 2025"
"20251229";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-252455524"
"20251229";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374850,Johan Termijnfactuur DEC"
"20251229";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,75";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 31.12.2025"
"20251229";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie december 2025"
"20251230";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op  https //mijn"
"20251231";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering december 2025 NL70BNDA0013929458"
